10101414000000,1617151213
10101414000001,6971404763
10101414000002,9709773186
10101414000003,4628622144
10101414000004,3842983943
10101414000005,4489208822
10101414000006,9252072389
10101414000007,7646666732
10101414000008,4307373153
10101414000009,2534513080
10101414000010,3835098147
10101414000011,3971986916
10101414000012,9413425794
10101414000013,6030375154
10101414000014,5996782985
10101414000015,8416304801
10101414000016,2324752339
10101414000017,8487104930
10101414000018,3208241719
10101414000019,6265971798
10101414000020,1739313301
10101414000021,8493744500
10101414000022,5502689574
10101414000023,2193383762
10101414000024,3135862887
10101414000025,1315049298
10101414000026,4258721641
10101414000027,6354239801
10101414000028,3366520315
10101414000029,7344720795
10101414000030,3914588270
10101414000031,8967453282
10101414000032,1967322025
10101414000033,1159742073
10101414000034,1916586291
10101414000035,2124385193
10101414000036,1484380497
10101414000037,9718360877
10101414000038,8420391158
10101414000039,7115961995
10101414000040,2263703751
10101414000041,5962726205
10101414000042,8011180897
10101414000043,8738219969
10101414000044,4199477449
10101414000045,3078638364
10101414000046,5011370244
10101414000047,4901385052
10101414000048,8346082496
10101414000049,7771884301
10101414000050,8859116319
10101414000051,8761628954
10101414000052,3644333173
10101414000053,8801265426
10101414000054,2228061707
10101414000055,4971076500
10101414000056,9171488645
10101414000057,3759042995
10101414000058,8280296964
10101414000059,5921144708
10101414000060,8775403139
10101414000061,9756515286
10101414000062,7026160093
10101414000063,8168525223
10101414000064,9676200505
10101414000065,3243724439
10101414000066,2549859145
10101414000067,7590388871
10101414000068,2985203156
10101414000069,8139802293
10101414000070,2940624539
10101414000071,3841769962
10101414000072,8990440528
10101414000073,6751117299
10101414000074,4031691715
10101414000075,2800149431
10101414000076,9350588926
10101414000077,9754604560
10101414000078,2839850974
10101414000079,3308987248
10101414000080,1533039737
10101414000081,1075973510
10101414000082,7963602275
10101414000083,9634488617
10101414000084,5098577056
10101414000085,2016190763
10101414000086,3567307069
10101414000087,2731730263
10101414000088,4525204210
10101414000089,9079438855
10101414000090,5863624322
10101414000091,1624200237
10101414000092,7338556862
10101414000093,1561488348
10101414000094,3230066230
10101414000095,3187235458
10101414000096,1139349875
10101414000097,5303441077
10101414000098,8428883151
10101414000099,6763145849
10101414000100,8688647691
10101414000101,3223428763
10101414000102,7982313697
10101414000103,4648035739
10101414000104,2718731054
10101414000105,5575794728
10101414000106,5751301996
10101414000107,1908200138
10101414000108,4228939709
10101414000109,2035844963
10101414000110,7658675344
10101414000111,2968285005
10101414000112,2921959432
10101414000113,9362479046
10101414000114,9018307417
10101414000115,4583880821
10101414000116,9563581033
10101414000117,8776986322
10101414000118,7273575382
10101414000119,4976829697
10101414000120,1259316564
10101414000121,4409826258
10101414000122,1661323451
10101414000123,5133985485
10101414000124,7528927019
10101414000125,6509775903
10101414000126,3189289185
10101414000127,4860904143
10101414000128,1726472922
10101414000129,8135537503
10101414000130,1539941217
10101414000131,5309860655
10101414000132,1959019617
10101414000133,2538666579
10101414000134,1622196133
10101414000135,8600680590
10101414000136,3644949361
10101414000137,8955155899
10101414000138,6901746110
10101414000139,7768974579
10101414000140,7171964277
10101414000141,2576335661
10101414000142,4339615801
10101414000143,4917906313
10101414000144,1890351960
10101414000145,4457229239
10101414000146,9544013509
10101414000147,6443739567
10101414000148,7302397560
10101414000149,2650825406
10101414000150,2021534910
10101414000151,2708462766
10101414000152,7158507511
10101414000153,4191291296
10101414000154,4657356937
10101414000155,9249800310
10101414000156,8857686116
10101414000157,3019894578
10101414000158,2064046416
10101414000159,4317962084
10101414000160,3135929967
10101414000161,1476764700
10101414000162,8359981919
10101414000163,3913297973
10101414000164,4123894405
10101414000165,5712041957
10101414000166,6833515225
10101414000167,4507790451
10101414000168,8303117419
10101414000169,3174569485
10101414000170,4034241936
10101414000171,5107707368
10101414000172,1496228500
10101414000173,1919698758
10101414000174,5919853699
10101414000175,5310715640
10101414000176,8791281867
10101414000177,1510358280
10101414000178,1121348025
10101414000179,6853289827
10101414000180,9961783314
10101414000181,7506484771
10101414000182,2069215977
10101414000183,7687559039
10101414000184,8479388290
10101414000185,5115550622
10101414000186,3167826838
10101414000187,8754393895
10101414000188,6724590238
10101414000189,9573067400
10101414000190,2377961639
10101414000191,3466946358
10101414000192,8547818072
10101414000193,8512304519
10101414000194,2349642800
10101414000195,6044592044
10101414000196,6806883062
10101414000197,6214224479
10101414000198,5544162555
10101414000199,8400479154
10101414000200,7555676314
10101414000201,2705771431
10101414000202,5621725328
10101414000203,9451814686
10101414000204,2601014524
10101414000205,3749215652
10101414000206,8804224850
10101414000207,3552840554
10101414000208,2820998662
10101414000209,3120445528
10101414000210,1008850174
10101414000211,1597106658
10101414000212,9202981691
10101414000213,4897398715
10101414000214,5487379282
10101414000215,4007422899
10101414000216,5380687333
10101414000217,8261320592
10101414000218,5983651211
10101414000219,4784417833
10101414000220,1686564219
10101414000221,4455151038
10101414000222,1666473295
10101414000223,5201102812
10101414000224,3156327795
10101414000225,9140698936
10101414000226,5105827812
10101414000227,7484080334
10101414000228,6294359027
10101414000229,8577101431
10101414000230,2342394390
10101414000231,9036949067
10101414000232,3675499676
10101414000233,4810496035
10101414000234,1266850215
10101414000235,5496409829
10101414000236,9364851604
10101414000237,4041168345
10101414000238,1088707912
10101414000239,2822003221
10101414000240,6222081815
10101414000241,3537672285
10101414000242,2141671823
10101414000243,9012896648
10101414000244,5438321815
10101414000245,2062194583
10101414000246,9743466115
10101414000247,4094403450
10101414000248,2665578710
10101414000249,4251466214
10101414000250,1695869067
10101414000251,6755715510
10101414000252,7500566808
10101414000253,3377609499
10101414000254,7232636824
10101414000255,8820156698
10101414000256,6467930927
10101414000257,6276203474
10101414000258,5017669896
10101414000259,8685151814
10101414000260,7770856670
10101414000261,8928351240
10101414000262,2229718479
10101414000263,7274967530
10101414000264,7786539675
10101414000265,6649784361
10101414000266,6410348584
10101414000267,3153099870
10101414000268,6167840924
10101414000269,9486542993
10101414000270,9457772306
10101414000271,4705617099
10101414000272,4750336760
10101414000273,8976855879
10101414000274,5860571224
10101414000275,9820948126
10101414000276,4918691690
10101414000277,9541742816
10101414000278,7953009611
10101414000279,5002288110
10101414000280,4138324353
10101414000281,3381787146
10101414000282,5573962525
10101414000283,1868883191
10101414000284,3314014586
10101414000285,4487690438
10101414000286,5944747808
10101414000287,6960102817
10101414000288,1600925628
10101414000289,4482625577
10101414000290,7068252271
10101414000291,6245819744
10101414000292,9644697515
10101414000293,1915435119
10101414000294,2355547831
10101414000295,2372087718
10101414000296,9560483354
10101414000297,9413176363
10101414000298,8810690678
10101414000299,3687246781
10101414000300,1218448435
10101414000301,3572598058
10101414000302,9639921997
10101414000303,8031517509
10101414000304,8667381762
10101414000305,3838622399
10101414000306,1494950133
10101414000307,8790996240
10101414000308,5400445655
10101414000309,1282489818
10101414000310,4822244547
10101414000311,3183542422
10101414000312,9581351411
10101414000313,5277630754
10101414000314,7890426078
10101414000315,1543576755
10101414000316,2618601537
10101414000317,5078215396
10101414000318,8474133909
10101414000319,2146423079
10101414000320,2777418806
10101414000321,2656659768
10101414000322,1862055595
10101414000323,3791174167
10101414000324,1128625067
10101414000325,3471110741
10101414000326,1860918705
10101414000327,7338598094
10101414000328,7027707513
10101414000329,6481405571
10101414000330,3889736856
10101414000331,7146082218
10101414000332,4711888746
10101414000333,1158127146
10101414000334,3241840080
10101414000335,8773378923
10101414000336,3812394407
10101414000337,9039252223
10101414000338,7653961594
10101414000339,2188470160
10101414000340,7927635850
10101414000341,5254610676
10101414000342,1121129630
10101414000343,8244161072
10101414000344,7025406486
10101414000345,3681213651
10101414000346,9541368425
10101414000347,4081792406
10101414000348,2748734195
10101414000349,8908939195
10101414000350,3390673631
10101414000351,8960616404
10101414000352,2851897660
10101414000353,9090272019
10101414000354,8409190557
10101414000355,7422453849
10101414000356,8348995163
10101414000357,2530206674
10101414000358,1804538855
10101414000359,2494553422
10101414000360,6517868667
10101414000361,3719266859
10101414000362,7248180244
10101414000363,8170159182
10101414000364,9516235453
10101414000365,1267196761
10101414000366,5377354641
10101414000367,6172207974
10101414000368,8997735194
10101414000369,8599700064
10101414000370,8014928886
10101414000371,6688430271
10101414000372,6616005362
10101414000373,2288534211
10101414000374,7257630858
10101414000375,5133415845
10101414000376,4763453639
10101414000377,4682639145
10101414000378,4530538378
10101414000379,7266953957
10101414000380,7542231403
10101414000381,3158668929
10101414000382,1861944992
10101414000383,9925158832
10101414000384,7990851981
10101414000385,7291876572
10101414000386,5755585720
10101414000387,9068912754
10101414000388,4144551171
10101414000389,6834593561
10101414000390,3660977769
10101414000391,4214708494
10101414000392,6790208369
10101414000393,7950463000
10101414000394,6080616356
10101414000395,7741908682
10101414000396,3085991342
10101414000397,6010235758
10101414000398,5586796477
10101414000399,8898069527
10101414000400,8977610872
10101414000401,3308545721
10101414000402,3023460957
10101414000403,5589976299
10101414000404,8106356638
10101414000405,7898198752
10101414000406,3763197649
10101414000407,4960103531
10101414000408,6992680327
10101414000409,3992290097
10101414000410,4634571255
10101414000411,9490597497
10101414000412,5210927958
10101414000413,4215809945
10101414000414,3688310305
10101414000415,3706667857
10101414000416,7683202709
10101414000417,5614508372
10101414000418,1855788207
10101414000419,8385142559
10101414000420,9530310942
10101414000421,6994832652
10101414000422,5262898117
10101414000423,7468497814
10101414000424,2560331277
10101414000425,8303118661
10101414000426,8557788952
10101414000427,6344727614
10101414000428,4386988443
10101414000429,5365421046
10101414000430,8278610676
10101414000431,5448309412
10101414000432,4537578389
10101414000433,6530974503
10101414000434,1916926483
10101414000435,1963773975
10101414000436,4436471043
10101414000437,7018184749
10101414000438,5624093641
10101414000439,7180406470
10101414000440,8697762924
10101414000441,2695486181
10101414000442,9155766292
10101414000443,6198526483
10101414000444,9214784233
10101414000445,7730935485
10101414000446,7165685475
10101414000447,3612397462
10101414000448,2037064076
10101414000449,2852247676
10101414000450,7334593494
10101414000451,8032934105
10101414000452,5714414175
10101414000453,7656311898
10101414000454,3895913661
10101414000455,8088695071
10101414000456,7534852731
10101414000457,5078923406
10101414000458,8732017265
10101414000459,1706532911
10101414000460,8126613426
10101414000461,8618405775
10101414000462,4204345140
10101414000463,1143404919
10101414000464,7510590236
10101414000465,4667036834
10101414000466,4443609666
10101414000467,7918736840
10101414000468,5580840126
10101414000469,8905403420
10101414000470,6109588566
10101414000471,9241326703
10101414000472,3881371115
10101414000473,7459556244
10101414000474,5355931374
10101414000475,9876049556
10101414000476,6861558251
10101414000477,7893918190
10101414000478,7897347883
10101414000479,9003369904
10101414000480,4016152401
10101414000481,3067472417
10101414000482,7331010873
10101414000483,1258765567
10101414000484,5422566794
10101414000485,5686364612
10101414000486,7724959582
10101414000487,8429424444
10101414000488,9400918096
10101414000489,7960639632
10101414000490,2304938906
10101414000491,5568596875
10101414000492,8826397865
10101414000493,9924168734
10101414000494,8892252727
10101414000495,5760130946
10101414000496,9299201396
10101414000497,1823808788
10101414000498,2711484063
10101414000499,4685263115
10101414000500,4421757007
10101414000501,3036284790
10101414000502,7086821029
10101414000503,3187344195
10101414000504,8585610213
10101414000505,3090265934
10101414000506,7231079062
10101414000507,9583056707
10101414000508,1130854641
10101414000509,3360994227
10101414000510,1345186578
10101414000511,6151114502
10101414000512,2162974397
10101414000513,3748534059
10101414000514,9789785708
10101414000515,8270481272
10101414000516,6909190102
10101414000517,9797928598
10101414000518,4527251496
10101414000519,3109966917
10101414000520,7819781861
10101414000521,2846306086
10101414000522,9447794596
10101414000523,1387424947
10101414000524,6393298419
10101414000525,8251945242
10101414000526,9801346921
10101414000527,6149191719
10101414000528,7682497208
10101414000529,2913781527
10101414000530,5361683792
10101414000531,4884950302
10101414000532,2696494785
10101414000533,9742344026
10101414000534,5019545978
10101414000535,1087049542
10101414000536,2135127398
10101414000537,4844448598
10101414000538,6016582091
10101414000539,5361026145
10101414000540,3465226827
10101414000541,8144766440
10101414000542,8167109744
10101414000543,8663143529
10101414000544,6231667180
10101414000545,2753617812
10101414000546,8156093322
10101414000547,8157575935
10101414000548,8346261622
10101414000549,1793002789
10101414000550,8945142415
10101414000551,3180158613
10101414000552,7414146062
10101414000553,6024035679
10101414000554,6409619161
10101414000555,7648272326
10101414000556,6922167500
10101414000557,8583400966
10101414000558,9865206392
10101414000559,2721171963
10101414000560,3087063180
10101414000561,3354316033
